id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
3890,Polygon,MATIC,polygon,802,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,11,,,,2023-08-12T18:15:00.000Z,0.6789999637091514,155360768.86898035,-21.6792,-0.11995759,0.10798547,2.06842709,-21.99650913,5.72622565,-20.95006724,6327919159.833026,0.539,6789999637.09,,2023-08-12T18:15:00.000Z,,,,,,2023-08-12 23:47:33.579098
5994,Shiba Inu,SHIB,shiba-inu,597,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589346914631298.1,589589040239379.6,False,,12,,,,2023-08-12T18:15:00.000Z,1.0721563442599287e-05,666680605.7369752,104.4917,-0.29780285,2.52152075,5.74673018,32.99358878,58.05752646,21.81739019,6318720334.919609,0.5382,6321316299.99,,2023-08-12T18:15:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-08-12 23:47:33.579098
2,Litecoin,LTC,litecoin,968,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73534089.22743528,84000000.0,False,,13,,,,2023-08-12T18:15:00.000Z,83.57067525189655,189669225.6599515,-13.9885,-0.16478174,0.67068781,1.08018477,-19.59484221,8.02897508,0.6211727,6145293490.769978,0.5235,7019936721.16,,2023-08-12T18:15:00.000Z,,,,,,2023-08-12 23:47:33.579098
6636,Polkadot,DOT,polkadot-new,553,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1215016216.2706158,1344495093.5757957,True,,14,,,,2023-08-12T18:15:00.000Z,5.025124556009199,62651701.67004931,-13.7646,-0.22561282,0.98290544,1.49412362,-8.57350058,9.30979752,-6.38399257,6105607824.330854,0.5201,6756255310.16,,2023-08-12T18:15:00.000Z,,,,,,2023-08-12 23:47:33.579098
4943,Dai,DAI,multi-collateral-dai,2494,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5333946097.506754,5333946097.506754,True,,15,,,,2023-08-12T18:15:00.000Z,0.9998676839902699,64692525.15832119,-22.4742,0.04092526,0.04067656,-0.00499419,-0.10725267,-0.02727528,0.02938208,5333240331.043016,0.4543,5333240331.04,,2023-08-12T18:15:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2023-08-12 23:47:33.579098
3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,1315,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem']",,162305.31768531,162305.31768531,False,,16,,,,2023-08-12T18:15:00.000Z,29428.724087540933,79944481.68783818,-32.2653,-0.08667174,0.29738883,1.38712616,-6.04356496,13.54062189,9.19922147,4776438412.1016655,0.4068,4776438412.1,,2023-08-12T18:15:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2023-08-12 23:47:33.579098
11419,Toncoin,TON,toncoin,125,2021-08-26T13:40:22.000Z,['pos'],,3431892087.62,5047558528.0,True,,17,3414166606.0,4569156146.10618,,2023-08-12T18:15:00.000Z,1.3382932567134893,27229239.67392576,16.986,-0.02427706,5.60619851,12.60270263,-1.73440036,-11.45258317,-31.981935,4592878038.630225,0.3912,6755113540.89,,2023-08-12T18:15:00.000Z,,,,,,2023-08-12 23:47:33.579098
1831,Bitcoin Cash,BCH,bitcoin-cash,748,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19474393.75,19474393.75,False,,18,,,,2023-08-12T18:15:00.000Z,227.8054156592367,111873673.1830455,-44.964,-0.40719319,-0.37209551,0.58151032,-20.48465908,115.13673912,98.4502087,4436372362.930391,0.3779,4783913728.84,,2023-08-12T18:15:00.000Z,,,,,,2023-08-12 23:47:33.579098
5805,Avalanche,AVAX,avalanche,481,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'layer-1']",720000000.0,343824279.6081162,430543729.6081162,False,,19,,,,2023-08-12T18:15:00.000Z,12.431022411398388,67293089.61870268,-18.6887,-0.19508747,0.11716526,0.75142764,-12.08752086,5.66884126,-17.13031257,4274087325.3913984,0.3641,8950336136.21,,2023-08-12T18:15:00.000Z,,,,,,2023-08-12 23:47:33.579098
1975,Chainlink,LINK,chainlink,1289,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'celsius-bankruptcy-estate']",1000000000.0,538099970.4527867,1000000000.0,False,,20,,,,2023-08-12T18:15:00.000Z,7.4185816622535965,112301962.82542817,-21.6164,-0.39241758,-0.14258554,3.50116575,8.92441774,41.61489488,13.24870614,3991938573.2602453,0.34,7418581662.25,,2023-08-12T18:15:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2023-08-12 23:47:33.579098
1,Bitcoin,BTC,bitcoin,10386,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem']",21000000.0,19455381.0,19455381.0,False,,1,,,,2023-08-12T18:26:00.000Z,29415.41957064287,6444929475.448103,-37.5531,-0.09174059,0.30359416,1.27093015,-6.34708436,13.55845917,9.27911053,572288195021.7134,48.7478,617723810983.5,,2023-08-12T18:26:00.000Z,,,,,,2023-08-12 23:57:34.245999
1027,Ethereum,ETH,ethereum,7228,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1']",,120147264.7768211,120147264.7768211,True,,2,,,,2023-08-12T18:26:00.000Z,1847.531669558368,2428975435.5328226,-26.3293,-0.15582023,0.27070285,0.69017773,-7.67925335,5.92273599,2.61076343,221975876685.9916,18.9107,221975876685.99,,2023-08-12T18:26:00.000Z,,,,,,2023-08-12 23:57:34.245999
825,Tether USDt,USDT,tether,59314,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83410866925.61348,86684257831.22595,True,,3,,,,2023-08-12T18:25:00.000Z,0.9995172865256572,13673176206.79607,-77.3673,-0.01070886,0.07628801,0.06856377,-0.0811912,-0.02188345,-0.09245854,83370603376.24187,7.1026,86642414171.96,,2023-08-12T18:25:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-08-12 23:57:34.245999
1839,BNB,BNB,bnb,1565,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,153853055.1455394,153853055.1455394,False,,4,,,,2023-08-12T18:26:00.000Z,240.6254118747458,291314036.3413907,-23.4189,-0.11157425,0.75995937,-0.76218224,-6.13780543,0.78693465,-22.97877314,37020954762.5834,3.1539,37020954762.58,,2023-08-12T18:26:00.000Z,,,,,,2023-08-12 23:57:34.245999
52,XRP,XRP,xrp,1026,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,52787284454.0,99988519823.0,False,,5,,,,2023-08-12T18:26:00.000Z,0.6295902042147077,514185001.25648063,-43.3838,-0.10956472,-0.09452893,0.33653456,-28.87907378,22.05911729,47.92712204,33234357199.333725,2.8309,62959020421.47,,2023-08-12T18:26:00.000Z,,,,,,2023-08-12 23:57:34.245999
3408,USD Coin,USDC,usd-coin,13582,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,26139012960.465454,26139012960.465454,False,,6,,,,2023-08-12T18:25:00.000Z,1.0001183411434937,1767522892.687769,-28.521,-0.00934576,0.01275406,0.01129634,0.00976346,0.01725091,0.01628994,26142106281.148994,2.2271,26142106281.15,,2023-08-12T18:25:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-08-12 23:57:34.245999
74,Dogecoin,DOGE,dogecoin,765,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,140562706383.70523,140562706383.70523,True,,7,,,,2023-08-12T18:26:00.000Z,0.07676636246618286,286547170.30392647,26.1615,-0.28403361,1.95065599,1.12045101,9.5752162,25.05817746,6.94660965,10790487667.47915,0.9191,10790487667.48,,2023-08-12T18:26:00.000Z,,,,,,2023-08-12 23:57:34.245999
2010,Cardano,ADA,cardano,889,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35034753817.478,36061170836.355,False,,8,,,,2023-08-12T18:25:00.000Z,0.2922379851347745,113642957.42062548,-18.964,-0.3330539,-0.77708571,-0.14189729,-15.18326016,6.48531378,-20.80458644,10238485865.312618,0.8723,13150709331.06,,2023-08-12T18:25:00.000Z,,,,,,2023-08-12 23:57:34.245999
5426,Solana,SOL,solana,497,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,405970092.05132556,554756238.1407213,True,,9,,,,2023-08-12T18:25:00.000Z,24.674024037322,234081242.38751215,-25.7472,-0.22496152,0.71277364,9.14719021,-6.32486158,63.80629954,17.85111475,10016915809.708231,0.8533,13688068754.74,,2023-08-12T18:25:00.000Z,,,,,,2023-08-12 23:57:34.245999
1958,TRON,TRX,tron,808,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'sec-security-token', 'alleged-sec-securities']",,89489842216.51918,89489880936.1277,True,,10,71659659264.0,5540009498.913311,,2023-08-12T18:25:00.000Z,0.07731001732095134,129347232.12771252,-11.0643,-0.11603772,0.47137696,0.16250895,-4.95571921,7.62655991,11.9728491,6918461251.808301,0.5894,6918464245.22,,2023-08-12T18:25:00.000Z,,,,,,2023-08-12 23:57:34.245999
3890,Polygon,MATIC,polygon,802,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,11,,,,2023-08-12T18:26:00.000Z,0.6789683185615104,154385462.34242445,-21.7903,-0.13695886,0.07270132,1.90341207,-22.26652564,5.41975891,-20.80945017,6327624243.858393,0.539,6789683185.62,,2023-08-12T18:26:00.000Z,,,,,,2023-08-12 23:57:34.245999
5994,Shiba Inu,SHIB,shiba-inu,597,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589346914631298.1,589589040239379.6,False,,12,,,,2023-08-12T18:25:00.000Z,1.0718180326765398e-05,661739122.928929,98.3069,-0.13399131,2.3484767,4.61811416,34.59366841,57.97445282,22.17490603,6316726506.041066,0.5381,6319321651.97,,2023-08-12T18:25:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-08-12 23:57:34.245999
2,Litecoin,LTC,litecoin,968,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73534089.22743528,84000000.0,False,,13,,,,2023-08-12T18:26:00.000Z,83.59273952496386,189120165.34023786,-14.0928,-0.13329766,0.73119611,0.98372809,-19.25392952,7.82137927,0.81188243,6146915966.994448,0.5236,7021790120.1,,2023-08-12T18:26:00.000Z,,,,,,2023-08-12 23:57:34.245999
6636,Polkadot,DOT,polkadot-new,553,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1215016216.2706158,1344495093.5757957,True,,14,,,,2023-08-12T18:25:00.000Z,5.026992556820831,62715643.4501352,-13.3965,-0.15867643,1.00937406,1.453352,-8.46986816,9.1909362,-6.03165059,6107877475.6089945,0.5204,6758766828.09,,2023-08-12T18:25:00.000Z,,,,,,2023-08-12 23:57:34.245999
4943,Dai,DAI,multi-collateral-dai,2494,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5333946097.506754,5333946097.506754,True,,15,,,,2023-08-12T18:25:00.000Z,0.9996037952129622,64366266.60820394,-22.906,0.00586974,0.02427579,-0.03898175,-0.1115719,-0.02232184,0.01617908,5331832762.5291195,0.4542,5331832762.53,,2023-08-12T18:25:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2023-08-12 23:57:34.245999
3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,1315,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem']",,162305.31768531,162305.31768531,False,,16,,,,2023-08-12T18:26:00.000Z,29426.441928403594,79514099.78814618,-32.6416,-0.0913973,0.29697758,1.35533249,-6.16175049,13.47413465,9.29806948,4776068005.537871,0.4069,4776068005.54,,2023-08-12T18:26:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2023-08-12 23:57:34.245999
11419,Toncoin,TON,toncoin,125,2021-08-26T13:40:22.000Z,['pos'],,3431892087.62,5047558528.0,True,,17,3414166606.0,4580135407.392762,,2023-08-12T18:25:00.000Z,1.341509052119398,27224515.5234537,16.4527,0.10588841,5.89170663,12.65496376,-1.41864559,-11.29557919,-31.8694866,4603914301.439168,0.3922,6771345456.41,,2023-08-12T18:25:00.000Z,,,,,,2023-08-12 23:57:34.245999
1831,Bitcoin Cash,BCH,bitcoin-cash,748,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19474393.75,19474393.75,False,,18,,,,2023-08-12T18:26:00.000Z,228.0622731570271,112503035.68499461,-44.6462,-0.2700665,-0.21261051,0.60946233,-19.89245149,114.7631299,98.6925471,4441374506.980001,0.3783,4789307736.3,,2023-08-12T18:26:00.000Z,,,,,,2023-08-12 23:57:34.245999
5805,Avalanche,AVAX,avalanche,481,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'layer-1']",720000000.0,343824279.6081162,430543729.6081162,False,,19,,,,2023-08-12T18:25:00.000Z,12.431230681942095,67312838.41146871,-18.7512,-0.16858911,0.09172957,0.65084796,-11.95788378,5.59076748,-16.9431123,4274158933.861052,0.3641,8950486091.0,,2023-08-12T18:25:00.000Z,,,,,,2023-08-12 23:57:34.245999
1975,Chainlink,LINK,chainlink,1289,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'celsius-bankruptcy-estate']",1000000000.0,538099970.4527867,1000000000.0,False,,20,,,,2023-08-12T18:26:00.000Z,7.423691579709138,112103644.24206167,-20.7065,-0.27598817,-0.10261092,3.43406802,8.66833437,41.33944646,13.57034363,3994688219.6920886,0.3403,7423691579.71,,2023-08-12T18:26:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2023-08-12 23:57:34.245999
1,Bitcoin,BTC,bitcoin,10386,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem']",21000000.0,19455381.0,19455381.0,False,,1,,,,2023-08-12T18:35:00.000Z,29417.746276697828,6432489856.545633,-37.747,-0.08718098,0.30531313,1.31147312,-5.72294429,13.69984419,9.23973505,572333461974.4877,48.7476,617772671810.65,,2023-08-12T18:35:00.000Z,,,,,,2023-08-13 00:07:38.274629
1027,Ethereum,ETH,ethereum,7228,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1']",,120147264.7768211,120147264.7768211,True,,2,,,,2023-08-12T18:35:00.000Z,1847.5673216810462,2428549671.6911497,-26.4416,-0.14192178,0.28098884,0.73914414,-6.9088952,6.13454197,2.47557737,221980160191.01486,18.9065,221980160191.01,,2023-08-12T18:35:00.000Z,,,,,,2023-08-13 00:07:38.274629
825,Tether USDt,USDT,tether,59314,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83410866925.61348,86684257831.22595,True,,3,,,,2023-08-12T18:35:00.000Z,0.999454764555578,13677408632.816154,-77.3651,-0.01314912,0.03599469,0.06598115,-0.11853515,-0.03281294,-0.09730792,83365388364.51567,7.1005,86636994501.38,,2023-08-12T18:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-08-13 00:07:38.274629
1839,BNB,BNB,bnb,1565,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,153853055.1455394,153853055.1455394,False,,4,,,,2023-08-12T18:35:00.000Z,240.66176220396733,289776037.7230343,-24.2509,-0.06545348,0.75432736,-0.76751907,-5.62274911,1.00238229,-22.97383383,37026547371.78967,3.1536,37026547371.79,,2023-08-12T18:35:00.000Z,,,,,,2023-08-13 00:07:38.274629
52,XRP,XRP,xrp,1026,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,52787284454.0,99988519823.0,False,,5,,,,2023-08-12T18:35:00.000Z,0.6296162155460624,513617324.39934963,-43.4097,-0.05174214,-0.09887117,0.37098572,-21.28435966,22.09549297,47.86247332,33235730266.880974,2.8308,62961621554.61,,2023-08-12T18:35:00.000Z,,,,,,2023-08-13 00:07:38.274629
3408,USD Coin,USDC,usd-coin,13582,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,26139012960.465454,26139012960.465454,False,,6,,,,2023-08-12T18:35:00.000Z,1.0000226941546635,1757221264.1861029,-28.9524,-0.01123443,-0.02452665,0.00925652,-0.02980088,0.00137446,-0.01101682,26139606163.26833,2.2264,26139606163.27,,2023-08-12T18:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-08-13 00:07:38.274629
74,Dogecoin,DOGE,dogecoin,765,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,140562706383.70523,140562706383.70523,True,,7,,,,2023-08-12T18:35:00.000Z,0.07676311758450281,286830856.40280527,26.2878,-0.26345109,1.96762956,0.84674043,10.9921004,25.19687403,6.90663458,10790031558.12831,0.919,10790031558.13,,2023-08-12T18:35:00.000Z,,,,,,2023-08-13 00:07:38.274629
2010,Cardano,ADA,cardano,889,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35034753817.478,36061170836.355,False,,8,,,,2023-08-12T18:35:00.000Z,0.29242067976234526,114150853.85442866,-18.6115,-0.29518089,-0.66454358,-0.12753342,-14.95314748,6.55510575,-20.79777401,10244886526.613337,0.8726,13158930589.31,,2023-08-12T18:35:00.000Z,,,,,,2023-08-13 00:07:38.274629
